id,passage
18456-2,"[Gellert Grindelwalds Zauberstab] [Kreation und frühere Benutzung] Grindelwald erwarb seinen Zauberstab in den 1880er Jahren, bevor er seine Ausbildung am Durmstrang Institut begann. Der Zauberstabmacher verantwortlich für die Kreation ist unbekannt. Jedoch, angesichts der Tatsache, dass Mykew Gregorowitsch Zauberstäbe für andere Durmstrang-Schüler herstellte, könnte er Grindelwald seinen verkauft haben. Während seiner Zeit in Durmstrang erwarb Grindelwald einen Ruf als brillianter Schüler mit einer unglücklichen Faszination für die Dunklen Künste. Schließlich eskalierten Grindelwalds Experimente in Dunkler Magie bis zu einem Punkt, wo er fast eine Anzahl von Mitschülern getötet hätte. Nach diesem Vorfall wurde Grindelwald von Durmstrang verbannt, aber vorher benutzte er seinen Zauberstab, um das Zeichen der Heiligtümer des Todes in eine der Wände des Schlosses zu meißeln."
18456-3,"[Gellert Grindelwalds Zauberstab] [Spätere Benutzung] Obwohl er von Durmstrang verwiesen wurde, wurde Grindelwalds Zauberstab nicht konfisziert oder zerstört, was annehmen lässt, dass die Gesetze über den Zauberstabgebrauch von Land zu Land differieren. Alternativ, angesichts Grindelwalds rebellischer Natur, könnte er sich einfach geweigert haben, ihn herauszugeben. Nach seiner Verbannung begab sich Grindelwald auf eine Expedition, um die Heiligtümer des Todes zu finden, von denen er schon seit langem besessen war. Seine Reise führte ihn nach Godric's Hollow, wo er das Grab von Ignotus Peverell untersuchen wollte. Während seiner Zeit in Godric's Hollow freundete er sich mit Albus Dumbledore an. Zusammen träumten die beiden Jungen von einer Welt, in welcher Zauberer über Muggel herrschen würden, und wollten die Heiligtümer des Todes finden und benutzen, um ihr Ziel zu erreichen."
18456-4,"[Gellert Grindelwalds Zauberstab] [Spätere Benutzung] Nach zwei Monaten Planung waren Dumbledore und Grindelwald mehr als bereit, abzureisen und auf die Suche zu gehen nach den Heiligtümern und Albus' jüngere Schwester Ariana sollte sie begleiten. Unglücklicherweise war Ariana in keinem Zustand, um verreisen zu können, und es war Dumbledores Bruder Aberforth, der sie darüber in Kenntnis setzte und sich strikt weigerte, ihnen zu erlauben, Ariana mit sich zunehmen. Grindelwald wurde wütend und schleuderte den Cruciatus-Fluch auf Aberforth, löste damit ein Dreier-Duell aus, bei welchem Ariana getötet wurde. Vergeltung fürchtend für seinen Anteil an dem Vorfall floh Grindelwald außer Landes und ging allein auf die Suche."
18456-5,"[Gellert Grindelwalds Zauberstab] [Letztmalige Benutzung] Allein von diesem Zeitpunkt an arbeitend, verfolgte Grindelwald Gerüchte über den Elderstab, einem der drei Heiligtümer, das sich angeblich bei dem Zauberstabmacher Gregorowitsch befinden sollte. Grindelwald fand den Geschäftssitz von Gregorowitsch heraus und brach in seiner Werkstatt ein, um den Elderstab von seinem rechtmäßigen Meister zu stehlen. Gregorowitsch stürmte in den Raum mit der Absicht, den Dieb zu ergreifen. Grindelwald zog dann seinen Zauberstab zum vielleicht letzten Mal. Er setzte den Zauberstabmacher mit einem Schockzauber außer Gefecht und floh, die ultimative Waffe der Welt jetzt in seinem Besitz. Es ist nicht bekannt, was Grindelwald mit seinem ursprünglichen Zauberstab machte, nach der Eroberung des Todesstabs. Es ist möglich, dass er ihn behielt als Reserve, ihn einlagerte oder völlig entsorgte."
18460-0,"[Bellatrix Lestranges zweiter Zauberstab] Dieser Zauberstab wurde benutzt von Bellatrix Lestrange, nachdem Ron Weasley sie entwaffnete während des Gefechtes im Landsitz der Familie Malfoy im Jahr 1998. Es ist unbekannt, aus welchem Holz oder Kern der Zauberstab hergestellt wurde oder was mit ihm geschah nach dem Tod seiner Besitzerin."
18460-1,"[Bellatrix Lestranges zweiter Zauberstab] Einige Todesser waren offenbar über den Wechsel von ihres ersten Zauberstabs informiert, da Travers Hermine Granger darüber befragt, als sie Vielsaft-Trank benutzte, um Bellatrix darzustellen, um in die Gringotts Zaubererbank einzubrechen. Bellatrix benutzte diesen Zauberstab in der Schlacht von Hogwarts, bis sie von Molly Weasley getötet wurde."
18468-0,"[Gilderoy Lockharts Zauberstab] Der Zauberstab von Gilderoy Lockhart war neun Zoll lang, hergestellt aus dem Holz eines Kirschbaums mit einer Drachenherzfaser als Kern und wurde beschrieben als ""leicht biegsam"". Er erwarb ihn wahrscheinlich, als er zum ersten Mal nach Hogwarts kam ca 1975. Lockhart war nicht fähig, viele Zaubersprüche auszuführen, aber er war ein Meister im Gebrauch des Gedächtniszaubers. Der Zauberstab wurde als teuer beschrieben."
18468-1,"[Gilderoy Lockharts Zauberstab] Harry Potter entwaffnete Lockhart im Jahr 1993, als der Letztere versucht, einen Gedächtniszauber gegen ihn und seinen Freund, Ron Weasley zu platzieren. Es ist unbekannt, was mit ihm passierte, nachdem Ron ihn aus dem offenen Fenster von Lockharts Büro warf."
18472-0,"[Neville Longbottoms zweiter Zauberstab] Der zweite Zauberstab von Neville Longbottom ist 13"" lang und besteht aus dem Holz eines Kirschbaums mit einem Einhornhaar als Kern."
18472-1,"[Neville Longbottoms zweiter Zauberstab] [Geschichte] Neville erwarb diesen Zauberstab im Jahr 1996, nachdem sein erster Zauberstab von Antonin Dolohow zerbrochen wurde während des Kampfes in der Mysteriumsabteilung. Dieser neue Zauberstab könnte einer der letzten Zauberstäbe sein, die von Garrick Ollivander hergestellt wurden, bevor er von Todessern entführt wurde. Es wurde erwähnt, dass Neville seinen neuen Zauberstab mochte. Dies ist der Zauberstab, den Neville benutzte in der Schlacht von Hogwarts, was bedeuten würde, dass dieser Zauberstab möglicherweise gegen viele Todesser benutzt wurde."
18492-0,[Orford Umbridge] Orford Umbridge war der Vater von Dolores Umbridge. Er war ein unambitionierter Zauberer und wurde später eine Quelle der Verlegenheit für seine Tochter und verschwand später von der Bildfläche auf Wunsch seiner Tochter im Austausch gegen eine geringfügige finanzielle Zuwendung.
18492-1,"[Orford Umbridge] [Familienleben] Orford Umbridge heiratete die Muggelfrau Ellen Cracknell und sie hatten zwei Kinder, eine Tochter namens Dolores und einen Sohn, der als Squib geboren wurde. Die Ehe war nicht glücklich und beide, Orford und Dolores, beschuldigten Ellen, verantwortlich zu sein dafür, dass Dolores' Bruder ein Squib war. Als Dolores fünfzehn war, trennten sich Orford und Ellen und Orford nahm seine Tochter und Ellen nahm ihren Sohn und verschwand in der Muggelwelt. Er sah seine Frau und seinen Sohn nie wieder."
18492-2,"[Orford Umbridge] [Ministeriumskarriere] Orford arbeitete im Zaubereiministerium in der Zauberei-Zentralverwaltung, wo er oft gesehen wurde beim Wischen der Böden. Sein mangelnder Ehrgeiz bezüglich seiner Karriere war eine Quelle der Irritation für seine Tochter, als sie ihre eigene Karriere begann und immer weiter aufstieg. Er wurde so verachtet von seiner eigenen Tochter, dass zu der Zeit, als Dolores Leiterin des Büros gegen den Missbrauch der Magie wurde, sie dazu fähig war, ihn zu überreden, vorzeitig in den Ruhestand zu gehen. Sie versprach ihm dann eine geringfügige finanzielle Zuwendung im Gegenzug dafür, dass er still und leise aus dem Blickfeld der Öffentlichkeit verschwindet."
18492-3,"[Orford Umbridge] [Frühe Rente] Wann immer jemand fragte, ob sie verwandt sei mit dem Umbridge, der die Böden im Ministerium aufwischte, setzte sie ihr süßestes Lächen auf (welches ihre unterdrückte Wut anzeigte) und verleugnete alle Bindungen und behauptete fälschlicherweise, dass ihr verstorbener Vater ein geschätztes Mitglied des Zaubergamots war. Schlimme Dinge stießen denen zu, die nach Orford fragten oder nach etwas, über das Dolores nicht reden wollte, von daher gaben Leute, die sich mit ihr gut stellen wollten, vor, an ihre falsche Abstammung zu glauben."
18492-4,"[Orford Umbridge] [Frühe Rente] Ob Dolores ihr Versprechen bezüglich der kleinen Geldzuwendung für ihren Vater einhielt oder nicht, ist unbekannt, aber sie wollte alle Verbindungen zu ihm abbrechen, um sich selbst ein besseres Image zu geben; die beiden hatten als Resultat eindeutig wenig bis gar keinen Kontakt. Durch die Verhaftung von Dolores für ihre Verbrechen im Zusammenhang mit der Registrierungskommission für Muggelstämmige verlor Orford definitiv sein Almosen."
18493-0,"[Ellen Cracknell] [Biographie] Ellen Cracknell heiratete den Zauberer Orford Umbridge und zusammen hatten sie zwei Kinder, eine Tochter, Dolores, und einen Sohn, der als Squib zur Welt kam. Die Ehe war nicht glücklich und beide, Orford und Dolores, beschuldigten Ellen, verantwortlich dafür zu sein, dass Dolores' Bruder ein Squib ist. Dolores fing dann an, ihre Mutter zu hassen nicht nur für ihre Muggelherkunft, sondern auch für ihre Sprunghaftigkeit und ihren mangelnden Sinn für Ordnung."
18493-1,"[Ellen Cracknell] [Biographie] Als Dolores fünfzehn war, eskalierten die Spannungen zwischen Ellen und Orford und das Paar trennte sich. Ellen übernahm die Verantwortung für ihren Sohn, während Orford die für ihre Tochter übenrahm. Während ihr Ex-Mann und ihre Tochter weiterhin in der Zauberwelt lebten, nahm Ellen ihren Sohn und kehrte in die Muggelwelt zurück. Ellen hat ihre Tochter nie wiedergesehen."
18495-0,"[Dolores Umbridges Bruder] Mr. Umbridge war ein Squib, Sohn des Zauberers Orford Umbridge und der Muggelfrau Ellen Cracknell. Er hatte eine ältere Schwester namens Dolores. Als Dolores fünfzehn Jahre alt war, trennten sich seine Eltern und er kehrte in die Muggelwelt zurück mit seiner Mutter, während seine Schwester mit seinem Vater in der Zauberwelt blieb und nie wieder von ihm sprach."
18496-0,"[Luna Lovegoods erster Zauberstab] Der erste Zauberstab von Luna Lovegood ist von der Länge etwas kürzer als der Elderstab also ungefähr 13 1/2 Zoll, vermutlich aus BirkenHolz und Thestralhaar als Kernmaterial. Luna erhielt ihn vermutlich im Jahr 1992, als sie elf Jahre alt war, wahrscheinlich aus Ollivanders Zauberstabladen, und benutzte ihn bis zur Hälfte ihres sechsten Jahres an der Hogwartsschule für Hexerei und Zauberei. Sie platzierte ihn oft hinter ihrem linken Ohr zur Aufbewahrung."
18496-1,"[Luna Lovegoods erster Zauberstab] Der Zauberstab wurde konfisziert, als Luna 1997 von Todessern entführt wurde, um ihren Vater zu zwingen, mit dem Voldemort-kontrollierten Zaubereiministerium zu kooperieren. Luna verbrachte Monate in den Kerkern des Landsitzes der Familie Malfoy mit ihrem Mitgefangenen Garrick Ollivander, dem berühmten Zauberstabmacher, für den sie eine große Hilfe war. Nachdem sie von Dobby gerettet worden waren während des Gefechtes im Landsitz der Familie Malfoy, stellte Ollivander einen neuen Zauberstab für Luna Lovegood her, mit dem sie übte während ihres Aufenthaltes im Shell Cottage vor der Schlacht von Hogwarts. Es ist unbekannt, ob sie jemals mit ihrem ersten Zauberstab wiedervereint wurde."
18498-0,"[Luna Lovegoods zweiter Zauberstab] Der zweite Zauberstab von Luna Lovegood ist aus einem unbekanntem Holz und einem unbekanntem Kern hergestellt. Seine Länge ist ebenfalls unbekannt. Möglicherweise ist er aus ähnlichen Materialien wie ihr erster Zauberstab, da sich Ollivander bekannterweise an alle Zauberstäbe, die er je verkauft hat, erinnert. Er wurde hergestellt von Garrick Ollivander im Frühling des Jahres 1998 nach seiner Rettung aus dem Landsitz der Familie Malfoy."
18498-1,"[Luna Lovegoods zweiter Zauberstab] [Geschichte] Lunas erster Zauberstab wurde ihr entwendet im Dezember 1997, als sie von Todessern entführt wurde und gefangen gehalten in den Kerkern des Landsitzes der Familie Malfoy. Ollivander wurde dort auch gefangen gehalten und sie war eine große Hilfe für ihn. Sie wurden gerettet zusammen mit etlichen anderen um Ostern 1998 herum von Dobby, dem Hauselfen, und nach Shell Cottage gebracht, dem Heim von Bill Weasley und Fleur Delacour. Nach seiner Genesung stellte Ollivander einen neuen Zauberstab für Luna her als Dank für alles, was sie für ihn getan hatte. Sie übte mit ihm eine Weile während ihres Aufenthaltes im Cottage und benutzte ihn während der Schlacht von Hogwarts."
18498-2,"[Luna Lovegoods zweiter Zauberstab] [Geschichte] Es ist unbekannt, ob sie jemals irgendwelche Probleme mit diesem Zauberstab hatte, da er sie nicht gewählt hatte, aber Ollivander stellte ihn speziell für sie her und sie fähig, mit ihm einen Patronus zu erzeugen, somit war das sehr wahrscheinlich nicht der Fall."
18499-0,"[Xenophilius Lovegoods Zauberstab] Der Zauberstab von Xenophilius Lovegood war von unbekannter Länge, unbekannten Holz- und Kernmaterialien. Er wurde von Xenophilius erworben, vor seinem ersten Jahr an der Hogwarts-Schule für Hexerei und Zauberei."
18500-0,"[Remus Lupins Zauberstab] Der Zauberstab von Remus Lupin war aus dem Holz einer Zypresse mit Einhornschwanzhaar als Kern, 10¼"" lang und wurde beschrieben als ""biegsam""."
18500-1,"[Remus Lupins Zauberstab] [Geschichte] Er hat ihn sehr wahrscheinlich im Alter von elf Jahren erworben, bevor er 1971 seine Ausbildung an der Hogwartsschule für Hexerei und Zauberei begann. Er erzeugte mächtige Magie mit seinem Zauberstab. Peter Pettigrew nahm diesen Zauberstab von Remus, als dieser sich in einen Werwolf verwandelte. Er benutzte ihn dann, um Ron Weasley und Krummbein anzugreifen. Harry entwaffnete Pettigrew und Remus erhielt seinen Zauberstab zurück. Remus benutzte seinen Zauberstab zum letzten Mal während der Schlacht von Hogwarts beim Duell mit Antonin Dolohow, das er verlor. Was mit seinem Zauberstab nach seinem Tod geschah, ist unbekannt, allerdings ist es möglich, dass er zusammen mit ihm begraben wurde."
18503-0,[Walden Macnairs Zauberstab] Dieser Zauberstab im Besitz von Walden Macnair wurde hergestellt aus unbekannten Holz- und Kernmaterialien. Er erwarb ihn wahrscheinlich im Alter von elf Jahren in Ollivanders Zauberstabladen.
18505-0,"[Draco Malfoys Zauberstab] Der Zauberstab von Draco Malfoy ist exakt 10"" lang, aus dem Holz eines Weißdorns und mit einem Kern aus dem Haar eines Einhorns."
18505-1,"[Draco Malfoys Zauberstab] Der Zauberstab wurde von Mr. Ollivander als ""ziemlich federnd"" beschrieben. Er wurde ihm entwendet von Harry Potter im Landsitz der Familie Malfoy im Jahr 1998, was unvorhergesehene und enorme Konsequenzen hatte in Harrys finalem Duell mit Lord Voldemort."
18505-2,"[Draco Malfoys Zauberstab] [Geschichte] Draco erhielt seinen Zauberstab wahrscheinlich von Mr. Ollivander im Jahr 1991, kurz vor seinem ersten Jahr an der Hogwartsschule für Hexerei und Zauberei"
18505-3,"[Draco Malfoys Zauberstab] [Geschichte] 1997 trieb Draco Albus Dumbledore in die Enge auf der Spitze des Astronomieturms und entwaffnete den Schulleiter. Er handelte unter dem Befehl von Lord Voldemort, Dumbledore zu töten, und hatte es bereits mehrere Male in dem Schuljahr vesucht aus Angst um die Sicherheit seiner Familie. Draco hatte keine Ahnung, dass er durch die Entwaffnung von Dumbledore der Meister seines Zauberstabs — des Elderstabs, eines der Heiligtümer des Todes wurde. Er war unfähig und unwillig, den Mord durchzuführen und Severus Snape übernahm es, Dumbledore zu töten gemäß ihres geheimen Plans, den die beiden lange vorher festlegten."
18505-4,"[Draco Malfoys Zauberstab] [Geschichte] Im Frühling 1998 war Draco zu Hause in den Osterferien, als eine Gruppe von Greifern, angeführt von Fenrir Greyback, Harry Potter, Hermine Granger und Ron Weasley fingen und diese drei und ihre anderen Gefangenen zum Landsitz der Familie Malfoy brachten. In dem darauf folgenden Gefecht wurde Draco von Harry entwaffnet, der daraufhin seinen Zauberstab gewann. Dracos Mutter überließ ihm ihren Zauberstab."
18505-5,"[Draco Malfoys Zauberstab] [Benutzt von Harry Potter] In der Zeit nach der Flucht aus Malfoy Manor hatte Harry den Zauberstab von Garrick Ollivander untersuchen lassen, der zu dem Schluss gekommen war, dass der Zauberstab seine Treue auf ihn übertragen hatte. Der Zauberstab wurde von Harry für den Rest des Zweiten Zaubererkrieg benutzt, sowohl beim Einbruch in Gringotts sowie als auch während des finalen Kampfes in der Schlacht von Hogwarts."
18505-6,"[Draco Malfoys Zauberstab] [Benutzt von Harry Potter] Während der Schlacht von Hogwarts fand Voldemort heraus, dass der Elderstab, auch bekannt als Todestab oder Zauberstab des Schicksals, den er aus dem Dumbledores Grab genommen hatte, nicht so gut für ihn arbeitete, wie er es erhofft hatte. Da er glaubte, dass derjenige Meister des Elderstabes würde, der seinen vorigen Besitzer getötet hatte, nahm er an, das Severus Snape durch seine Treue zu Voldemort Dumbledore getötet hatte, und dadurch der Meister des Elderstabes wurde, deshalb ließ Voldemort Snape durch Nagini töten. Als Voldemort und Harry sich kurz danach von Angesicht zu Angesicht gegenüberstanden, klärte Harry ihn auf: Da Draco Dumbledore entwaffnet hatte, war er der wahre Meister des Elderstabs, nicht Snape."
18505-7,"[Draco Malfoys Zauberstab] [Benutzt von Harry Potter] Als Harry Draco im Landsitz der Familie Malfoy entwaffnete , ging die Treue des Elderstabs auf Harry über, auch wenn Harry ihn bisher noch nie in der hand hatte. Deshalb verweigerte der Elderstab den Angriff auf Harry, seinen Meister, als Voldemort den Todesfluch auf Harry abfeuerte. Der Fluch prallte am Entwaffnungszauber von Harry zurück und traf den Dunklen Lord, so wurde er engültig besiegt."
18505-8,"[Draco Malfoys Zauberstab] [Benutzt von Harry Potter] Es ist unbekannt, ob Draco jemals seinen originalen Zauberstab zurückerhielt. Falls ja, ist es unbekannt, ob der zurückgegebene Zauberstab weiterhin so wie vorher für ihn arbeiten würde, bevor Harry ihn gewonnen hatte, da es niemals angegeben wurde, wie ein Zauberstab, der von einem anderen gewonnen wurde, sich danach gegenüber seinem originalen Meister verhält."
18520-0,"[Lucius Malfoys zweiter Zauberstab] Lucius Malfoy erwarb einen zweiten Zauberstab, nachdem sein vorheriger Zauberstab, den er Lord Voldemort gegeben hatte, 1997 zerstört wurde während der Schlacht der Sieben Potters. Wie er ihn erhalten hat, ist unbekannt. Der Zauberstab ist von unbekannten Kern- und Holzmaterialien und unbekannter Länge."
18521-0,"[Narzissa Malfoys zweiter Zauberstab] Dieser Zauberstab wurde benutzt von Narzissa Malfoy in der Schlacht von Hogwarts, nachdem sie ihrem Sohn ihren originalen Zauberstab gegeben hatte. Die Länge, der Kern oder das Holz dieses Zauberstabs sind unbekannt. Es ist auch unbekannt, ob dieser Zauberstab ein vorübergehender Zauberstab oder ein Ersatzzauberstab ist."
18522-0,"[Dylan Marwoods Zauberstab] Dieser Zauberstab wurde hergestellt aus Apfelbaumholz mit unbekannten Kernmaterialien und ist von unbekannter Länge und Biegsamkeit. Er gehörte Dylan Marwood, einem gefeierten magischen Sprachwissenschaftlicher und Experten in Meerisch, Autor von """"."
18524-0,"[Zauberstab von Isobel Ross] Der Zauberstab von Isobel McGonagall, geb. Ross war von unbekannter Länge, Holz- und Kernmaterialien. Nach ihrer Heirat mit dem presbyterianischen Muggelpfarrer Robert McGonagall entschied sich Isobel, ihm nichts von ihrer magischen Natur zu erzählen. Deshalb verschloss sie ihren Zauberstab in einer Kiste unter ihrem Bett und holte ihn nur hervor wegen der Geburt ihrer ersten Tochter, Minerva, als das Kind anfing, erste Anzeichen für magische Kräfte zu offenbaren, die sie nicht vor ihrem Ehemann verheimlichen konnte."
18524-1,"[Zauberstab von Isobel Ross] Der Gedanke, ihren Zauberstab und ihre Ambitionen unter ihrem Bett versteckt zu halten nach der Heirat eines Muggels hielten Minerva davon ab, Dougal McGregor zu heiraten später in ihrem Leben."
18526-0,"[Minerva McGonagalls Zauberstab] Der Zauberstab von Minerva McGonagall ist 9½"" lang und hergestellt aus dem Holz einer Tanne mit einer Drachenherzfaser als Kern."
18526-1,"[Minerva McGonagalls Zauberstab] [Geschichte] McGonagall war fähig, mit diesem Zauberstab sehr mächtige und fortgeschrittene Magie zu erzeugen, so auch in der Schlacht von Hogwarts. Wie die meisten Zauberer und Hexen in Großbritannien erwarb sie ihn wahrscheinlich im Alter von elf Jahren, bevor sie 1947 ihre Ausbildung an der Hogwartsschule für Hexerei und Zauberei begann."
18526-2,"[Minerva McGonagalls Zauberstab] [Geschichte] Der Zauberstab ist bestens geeignet für Verwandlung, bewiesen durch seine Besitzerin, die dieses Fach unterrichtet und selber eine Animaga ist."
18526-3,"[Minerva McGonagalls Zauberstab] [Geschichte] McGonagall besitzt einen der mächtigsten Zauberstäbe, die es je gab."
18526-4,"[Minerva McGonagalls Zauberstab] [Hinter den Kulissen] Das liegt höchstwahrscheinlich daran, dass sie den zweiten zweiten Zauberkrieg überlebte, weil sie einer der mächtigsten Hexen, die es je gab, war. Sie wusste genau, wie sie mit ihren Zaubestab umgehen muss. Deshalb überlebte sie auch, weil sie stärker als andere war. [Hinter den Kulissen] Sie war für andere unmöglich zu besiegen, und zu mächtig."
